"source_folder","source_file","100%","50%","66%","75%","80%","90%","95%","98%","99%","99.9%","99.99%","Average Content Size","Average Response Time","Failure Count","Failures/s","Max Response Time","Median Response Time","Min Response Time","Name","Request Count","Requests/s","Type"
"mixed_small_15_run2","mixed_small_15_run2_stats.csv","12000","11000","11000","11000","11000","11000","12000","12000","12000","12000","12000","65.0","11081.945946672931","0","0.0","11618.854599975748","11000","10421.636500017485","DELETE /user/[email] [cleanup]","15","0.07839127943267676","DELETE"
"mixed_small_15_run2","mixed_small_15_run2_stats.csv","1300","870","910","940","960","1000","1100","1100","1200","1300","1300","996.6018099547512","887.4482995465954","0","0.0","1278.4243000205606","870","736.3557000062428","GET /user/[email]","221","1.1549648503081045","GET"
"mixed_small_15_run2","mixed_small_15_run2_stats.csv","1400","1100","1100","1100","1200","1200","1200","1300","1300","1400","1400","56.0","1092.1623444430427","0","0.0","1362.9701000172645","1100","934.2003999918234","POST /auth/login","126","0.6584867472344849","POST"
"mixed_small_15_run2","mixed_small_15_run2_stats.csv","4600","3900","4200","4200","4200","4300","4600","4600","4600","4600","4600","65.0","3999.774673332771","0","0.0","4557.922900014091","3900","3660.7452999742236","POST /auth/signup [setup]","15","0.07839127943267676","POST"
"mixed_small_15_run2","mixed_small_15_run2_stats.csv","4800","3100","3200","3400","3500","4000","4300","4400","4500","4800","4800","1129.0","3209.2175679143616","0","0.0","4762.308099976508","3100","2329.3482000008225","POST /user/[email]/description","374","1.9545559005214075","POST"
"mixed_small_15_run2","mixed_small_15_run2_stats.csv","12000","2700","3000","3200","3200","3700","4200","4800","11000","12000","12000","867.5113182423436","2343.823847269877","0","0.0","11618.854599975748","2700","736.3557000062428","Aggregated","751","3.9247900569293503",""
"mixed_small_15_run3","mixed_small_15_run3_stats.csv","9600","9000","9600","9600","9600","9600","9600","9600","9600","9600","9600","65.0","8806.897919997573","0","0.0","9635.161400015932","9000","7657.38830002374","DELETE /user/[email] [cleanup]","5","0.026403207920668272","DELETE"
"mixed_small_15_run3","mixed_small_15_run3_stats.csv","1200","860","890","920","940","1000","1000","1100","1100","1200","1200","979.8548387096774","873.5528008052619","0","0.0","1162.014100002125","860","723.6881999997422","GET /user/[email]","248","1.3095991128651463","GET"
"mixed_small_15_run3","mixed_small_15_run3_stats.csv","1300","1100","1100","1100","1200","1200","1200","1300","1300","1300","1300","56.0","1082.2785676267708","0","0.0","1283.41940001701","1100","939.1968999989331","POST /auth/login","139","0.734009180194578","POST"
"mixed_small_15_run3","mixed_small_15_run3_stats.csv","4400","3800","3900","4000","4000","4400","4400","4400","4400","4400","4400","65.0","3727.406586665893","0","0.0","4417.096999997739","3800","2981.1427000095136","POST /auth/signup [setup]","15","0.07920962376200481","POST"
"mixed_small_15_run3","mixed_small_15_run3_stats.csv","4000","3000","3200","3300","3300","3500","3600","3700","3800","4000","4000","1129.0","3062.278776901819","0","0.0","4007.6915999816265","3000","2359.8714000254404","POST /user/[email]/description","368","1.943276102961185","POST"
"mixed_small_15_run3","mixed_small_15_run3_stats.csv","9600","2400","2900","3000","3100","3400","3500","3800","4000","9600","9600","861.3677419354839","2056.699346838286","0","0.0","9635.161400015932","2400","723.6881999997422","Aggregated","775","4.092497227703582",""
"mixed_small_20_run1","mixed_small_20_run1_stats.csv","14000","13000","13000","13000","13000","13000","14000","14000","14000","14000","14000","65.0","12702.236933332946","0","0.0","13530.920999997761","13000","9781.88890000456","DELETE /user/[email] [cleanup]","12","0.062072989461579846","DELETE"
"mixed_small_20_run1","mixed_small_20_run1_stats.csv","1500","970","1000","1100","1100","1200","1200","1300","1400","1500","1500","994.2167832167833","987.8925923077948","0","0.0","1454.4873999839183","970","726.7766000004485","GET /user/[email]","286","1.4794062488343196","GET"
"mixed_small_20_run1","mixed_small_20_run1_stats.csv","1700","1200","1200","1200","1300","1300","1500","1500","1600","1700","1700","56.0","1189.566686075281","0","0.0","1650.0948000175413","1200","974.3648000003304","POST /auth/login","158","0.8172943612441346","POST"
"mixed_small_20_run1","mixed_small_20_run1_stats.csv","5900","4700","4900","5000","5300","5900","5900","5900","5900","5900","5900","65.0","4713.779480002995","0","0.0","5922.500500018941","4600","4059.029500000179","POST /auth/signup [setup]","20","0.1034549824359664","POST"
"mixed_small_20_run1","mixed_small_20_run1_stats.csv","5700","3600","3900","4100","4300","4700","5000","5400","5500","5700","5700","1129.0","3700.6439391116146","0","0.0","5685.500099993078","3600","2512.219299998833","POST /user/[email]/description","450","2.3277371048092443","POST"
"mixed_small_20_run1","mixed_small_20_run1_stats.csv","14000","2800","3300","3700","3900","4500","4900","5500","11000","14000","14000","867.5205183585313","2572.8736751622087","0","0.0","13530.920999997761","2800","726.7766000004485","Aggregated","926","4.789965686785244",""
"mixed_small_20_run2","mixed_small_20_run2_stats.csv","13000","13000","13000","13000","13000","13000","13000","13000","13000","13000","13000","65.0","11671.305442856725","0","0.0","12888.460500020301","12000","8957.743199978722","DELETE /user/[email] [cleanup]","14","0.07337326406745802","DELETE"
"mixed_small_20_run2","mixed_small_20_run2_stats.csv","1700","990","1100","1100","1100","1200","1300","1400","1500","1700","1700","980.6868327402135","1011.7270626321193","0","0.0","1705.2277000038885","990","740.2368999901228","GET /user/[email]","281","1.4727062287825503","GET"
"mixed_small_20_run2","mixed_small_20_run2_stats.csv","1700","1200","1200","1300","1300","1400","1400","1500","1600","1700","1700","56.0","1206.6280082823605","0","0.0","1677.1116000018083","1200","971.9245000160299","POST /auth/login","169","0.8857201162428862","POST"
"mixed_small_20_run2","mixed_small_20_run2_stats.csv","6300","4900","5000","5400","5400","5700","6300","6300","6300","6300","6300","65.0","4914.679780002916","0","0.0","6329.8446999979205","4900","4040.3089999745134","POST /auth/signup [setup]","20","0.10481894866779717","POST"
"mixed_small_20_run2","mixed_small_20_run2_stats.csv","5700","3500","3800","4000","4200","4500","5000","5400","5400","5700","5700","1129.0","3649.0866227065176","0","0.0","5692.606600001454","3500","2570.352099981392","POST /user/[email]/description","436","2.2850530809579785","POST"
"mixed_small_20_run2","mixed_small_20_run2_stats.csv","13000","2800","3300","3600","3800","4400","4900","5600","11000","13000","13000","847.2728260869566","2544.466388368955","0","0.0","12888.460500020301","2700","740.2368999901228","Aggregated","920","4.82167163871867",""
"mixed_small_20_run3","mixed_small_20_run3_stats.csv","14000","13000","13000","13000","13000","14000","14000","14000","14000","14000","14000","65.0","12776.004721431362","0","0.0","13604.938800010132","13000","10833.09550001286","DELETE /user/[email] [cleanup]","14","0.07240751110912205","DELETE"
"mixed_small_20_run3","mixed_small_20_run3_stats.csv","1600","990","1000","1100","1100","1200","1300","1400","1500","1600","1600","1010.0277777777778","1008.8990086804996","0","0.0","1556.399599998258","990","773.7884999951348","GET /user/[email]","288","1.489525942816225","GET"
"mixed_small_20_run3","mixed_small_20_run3_stats.csv","1800","1200","1300","1300","1300","1400","1400","1500","1500","1800","1800","56.0","1214.2913689189104","0","0.0","1758.285000018077","1200","950.9352000022773","POST /auth/login","148","0.7654508317250045","POST"
"mixed_small_20_run3","mixed_small_20_run3_stats.csv","5900","5000","5100","5600","5600","5900","5900","5900","5900","5900","5900","65.0","4998.576349997893","0","0.0","5904.403399996227","4900","3999.554000009084","POST /auth/signup [setup]","20","0.10343930158446007","POST"
"mixed_small_20_run3","mixed_small_20_run3_stats.csv","5500","3600","3900","4100","4300","4600","4700","4900","5000","5500","5500","1129.0","3661.343983885363","0","0.0","5513.541499996791","3600","2429.030300001614","POST /user/[email]/description","453","2.3429001808880208","POST"
"mixed_small_20_run3","mixed_small_20_run3_stats.csv","14000","2900","3300","3700","3900","4400","4800","5600","13000","14000","14000","880.6316359696641","2608.561706283908","0","0.0","13604.938800010132","2900","773.7884999951348","Aggregated","923","4.773723768122832",""
"mixed_small_5_run1","mixed_small_5_run1_stats.csv","930","770","790","810","820","840","860","910","930","930","930","1003.959595959596","780.6946656556748","0","0.0","931.0559000005014","770","706.5166999818757","GET /user/[email]","99","0.5511068669543367","GET"
"mixed_small_5_run1","mixed_small_5_run1_stats.csv","1000","950","960","970","980","1000","1000","1000","1000","1000","1000","56.0","954.9911390207765","0","0.0","1036.5116999892052","950","885.2544999972451","POST /auth/login","41","0.22823617722351322","POST"
"mixed_small_5_run1","mixed_small_5_run1_stats.csv","2900","2700","2800","2800","2900","2900","2900","2900","2900","2900","2900","65.0","2688.197260000743","0","0.0","2882.070899999235","2700","2483.6162999854423","POST /auth/signup [setup]","5","0.02783368014920893","POST"
"mixed_small_5_run1","mixed_small_5_run1_stats.csv","3000","2600","2700","2700","2700","2700","2800","2900","2900","3000","3000","1129.0","2580.195527737255","0","0.0","2964.5056000154","2600","2212.8421000088565","POST /user/[email]/description","137","0.7626428360883246","POST"
"mixed_small_5_run1","mixed_small_5_run1_stats.csv","3000","2200","2600","2600","2700","2700","2800","2800","2900","3000","3000","910.2340425531914","1714.0822063821677","0","0.0","2964.5056000154","2200","706.5166999818757","Aggregated","282","1.5698195604153835",""
"mixed_small_5_run2","mixed_small_5_run2_stats.csv","5600","5400","5500","5500","5600","5600","5600","5600","5600","5600","5600","65.0","5384.5641000021715","0","0.0","5576.264200004516","5400","5147.009599982994","DELETE /user/[email] [cleanup]","5","0.026980839236573396","DELETE"
"mixed_small_5_run2","mixed_small_5_run2_stats.csv","1200","770","800","810","820","900","1100","1200","1200","1200","1200","1012.969696969697","799.1749787878955","0","0.0","1206.7902999988291","770","700.2875999896787","GET /user/[email]","99","0.5342206168841532","GET"
"mixed_small_5_run2","mixed_small_5_run2_stats.csv","1500","950","970","990","1000","1100","1100","1500","1500","1500","1500","56.0","978.8050354127336","0","0.0","1513.444799988065","950","902.6982999930624","POST /auth/login","48","0.2590160566711046","POST"
"mixed_small_5_run2","mixed_small_5_run2_stats.csv","2800","2700","2700","2700","2800","2800","2800","2800","2800","2800","2800","65.0","2650.7919800060336","0","0.0","2846.2511000107042","2700","2462.8007000137586","POST /auth/signup [setup]","5","0.026980839236573396","POST"
"mixed_small_5_run2","mixed_small_5_run2_stats.csv","3500","2700","2700","2700","2800","2800","3000","3200","3300","3500","3500","1129.0","2656.616556249446","0","0.0","3521.590099990135","2700","2271.616300015012","POST /user/[email]/description","128","0.6907094844562789","POST"
"mixed_small_5_run2","mixed_small_5_run2_stats.csv","5600","1100","2600","2700","2700","2800","2900","3500","5400","5600","5600","870.6456140350878","1776.5777691220455","0","0.0","5576.264200004516","1100","700.2875999896787","Aggregated","285","1.5379078364846834",""
"mixed_small_5_run3","mixed_small_5_run3_stats.csv","890","760","780","790","800","840","850","870","890","890","890","1040.0","772.6721901239621","0","0.0","894.5069999899715","760","710.768899996765","GET /user/[email]","81","0.45242067367479616","GET"
"mixed_small_5_run3","mixed_small_5_run3_stats.csv","1000","940","960","970","990","1000","1000","1000","1000","1000","1000","56.0","950.5029288150165","0","0.0","1040.5365000187885","940","898.7907000118867","POST /auth/login","59","0.3295409845285552","POST"
"mixed_small_5_run3","mixed_small_5_run3_stats.csv","3000","2700","2900","2900","3000","3000","3000","3000","3000","3000","3000","65.0","2706.3213200017344","0","0.0","2952.9068999981973","2700","2476.4048000215553","POST /auth/signup [setup]","5","0.027927202078691118","POST"
"mixed_small_5_run3","mixed_small_5_run3_stats.csv","3000","2600","2700","2700","2700","2800","2800","2900","2900","3000","3000","1129.0","2646.7253848496703","0","0.0","3041.0085000039544","2600","2287.6089999917895","POST /user/[email]/description","132","0.7372781348774455","POST"
"mixed_small_5_run3","mixed_small_5_run3_stats.csv","3000","1000","2600","2600","2700","2700","2800","2900","2900","3000","3000","855.2238267148015","1738.5035292429316","0","0.0","3041.0085000039544","1000","710.768899996765","Aggregated","277","1.547166995159488",""
"read-heavy_large_10_run1","read-heavy_large_10_run1_stats.csv","9600","9300","9500","9600","9600","9600","9600","9600","9600","9600","9600","65.0","8854.25933749866","0","0.0","9627.144199999748","9200","6943.106499995338","DELETE /user/[email] [cleanup]","8","0.042245691566847335","DELETE"
"read-heavy_large_10_run1","read-heavy_large_10_run1_stats.csv","1300","850","880","900","910","950","990","1100","1100","1300","1300","1630.619926199262","859.1695538743136","0","0.0","1255.5630999995628","850","716.124900005525","GET /user/[email]","271","1.4310728018269534","GET"
"read-heavy_large_10_run1","read-heavy_large_10_run1_stats.csv","1400","1000","1000","1000","1100","1100","1200","1200","1200","1400","1400","56.0","1010.5617111838862","0","0.0","1375.053099996876","1000","881.8307000037748","POST /auth/login","152","0.8026681397700993","POST"
"read-heavy_large_10_run1","read-heavy_large_10_run1_stats.csv","4700","4200","4300","4500","4700","4700","4700","4700","4700","4700","4700","65.0","4179.13939999853","0","0.0","4707.813399989391","4100","3634.7123999876203","POST /auth/signup [setup]","10","0.052807114458559165","POST"
"read-heavy_large_10_run1","read-heavy_large_10_run1_stats.csv","3700","2800","2900","3100","3500","3600","3600","3700","3700","3700","3700","1129.0","2945.8266333349457","0","0.0","3682.3237000062363","2800","2510.0642000033986","POST /user/[email]/description","24","0.126737074700542","POST"
"read-heavy_large_10_run1","read-heavy_large_10_run1_stats.csv","7500","6200","6200","6300","6400","6600","6800","7200","7500","7500","7500","1126.121951219512","5995.838853659068","0","0.0","7549.911499998416","6200","4014.153400014038","POST /user/[email]/profile-photo","82","0.4330183385601852","POST"
"read-heavy_large_10_run1","read-heavy_large_10_run1_stats.csv","9600","950","1000","1100","2900","6100","6400","6900","9000","9600","9600","1043.9085923217551","1940.4468429615113","0","0.0","9627.144199999748","950","716.124900005525","Aggregated","547","2.8885491608831866",""
"read-heavy_large_10_run2","read-heavy_large_10_run2_stats.csv","11000","11000","11000","11000","11000","11000","11000","11000","11000","11000","11000","65.0","9655.385999998543","0","0.0","10773.662999999942","9800","7407.6809999969555","DELETE /user/[email] [cleanup]","4","0.020997406994420934","DELETE"
"read-heavy_large_10_run2","read-heavy_large_10_run2_stats.csv","1200","840","880","910","930","990","1100","1100","1200","1200","1200","1537.979381443299","862.6927498280378","0","0.0","1190.8542000019224","840","701.2325000105193","GET /user/[email]","291","1.527561358844123","GET"
"read-heavy_large_10_run2","read-heavy_large_10_run2_stats.csv","1500","1000","1000","1100","1100","1100","1200","1300","1300","1500","1500","56.0","1028.2097604481282","0","0.0","1462.101500001154","1000","878.4946000087075","POST /auth/login","134","0.7034131343131014","POST"
"read-heavy_large_10_run2","read-heavy_large_10_run2_stats.csv","4800","4100","4400","4500","4700","4800","4800","4800","4800","4800","4800","65.0","4211.868360001245","0","0.0","4769.360300007975","4100","3623.4983000031207","POST /auth/signup [setup]","10","0.05249351748605234","POST"
"read-heavy_large_10_run2","read-heavy_large_10_run2_stats.csv","3400","2800","2800","2900","2900","3000","3100","3400","3400","3400","3400","1129.0","2827.8054029420564","0","0.0","3436.795499990694","2800","2464.058400000795","POST /user/[email]/description","34","0.17847795945257794","POST"
"read-heavy_large_10_run2","read-heavy_large_10_run2_stats.csv","7000","6200","6300","6400","6500","6600","6800","7000","7000","7000","7000","1126.1351351351352","6012.762612162348","0","0.0","7026.871499998379","6200","3879.852400001255","POST /user/[email]/profile-photo","74","0.3884520293967873","POST"
"read-heavy_large_10_run2","read-heavy_large_10_run2_stats.csv","11000","960","1000","1100","2800","6100","6400","6600","7000","11000","11000","1056.0987202925046","1847.630242596085","0","0.0","10773.662999999942","960","701.2325000105193","Aggregated","547","2.871395406487063",""
"read-heavy_large_10_run3","read-heavy_large_10_run3_stats.csv","11000","10000","10000","10000","11000","11000","11000","11000","11000","11000","11000","65.0","10053.9417222236","0","0.0","10574.052299998584","10000","8487.348499998916","DELETE /user/[email] [cleanup]","9","0.04728677192677921","DELETE"
"read-heavy_large_10_run3","read-heavy_large_10_run3_stats.csv","1400","840","870","890","910","960","1000","1200","1400","1400","1400","1701.2830188679245","862.3901018867915","0","0.0","1445.146099998965","840","694.9075000011362","GET /user/[email]","265","1.3923327289551655","GET"
"read-heavy_large_10_run3","read-heavy_large_10_run3_stats.csv","1700","1000","1000","1100","1100","1100","1100","1500","1500","1700","1700","56.0","1019.7740671332963","0","0.0","1672.6742000028025","1000","879.7087999992073","POST /auth/login","143","0.7513342650588252","POST"
"read-heavy_large_10_run3","read-heavy_large_10_run3_stats.csv","4700","4200","4300","4400","4500","4700","4700","4700","4700","4700","4700","65.0","4134.595330002776","0","0.0","4723.718299996108","4100","3673.6120999994455","POST /auth/signup [setup]","10","0.05254085769642134","POST"
"read-heavy_large_10_run3","read-heavy_large_10_run3_stats.csv","3500","2700","2800","2800","2800","2900","3000","3500","3500","3500","3500","1129.0","2711.256392105976","0","0.0","3463.61109999998","2700","2355.897500005085","POST /user/[email]/description","38","0.1996552592464011","POST"
"read-heavy_large_10_run3","read-heavy_large_10_run3_stats.csv","7500","6200","6200","6300","6400","6500","6600","6800","7500","7500","7500","1126.128205128205","5941.748916665883","0","0.0","7499.39210001321","6100","3921.156600001268","POST /user/[email]/profile-photo","78","0.4098186900320865","POST"
"read-heavy_large_10_run3","read-heavy_large_10_run3_stats.csv","11000","960","1100","1700","2800","6100","6300","6800","10000","11000","11000","1088.0718232044198","1975.4634545120946","0","0.0","10574.052299998584","960","694.9075000011362","Aggregated","543","2.8529685729156786",""
"read-heavy_large_15_run1","read-heavy_large_15_run1_stats.csv","15000","14000","14000","14000","15000","15000","15000","15000","15000","15000","15000","65.0","13792.953533330648","0","0.0","14630.528299996513","14000","10309.84640000679","DELETE /user/[email] [cleanup]","9","0.04630158944818782","DELETE"
"read-heavy_large_15_run1","read-heavy_large_15_run1_stats.csv","1400","880","930","960","980","1100","1100","1200","1200","1400","1400","1672.3123543123543","907.3385167832346","0","0.0","1400.3990999917733","880","727.7249000035226","GET /user/[email]","429","2.2070424303636194","GET"
"read-heavy_large_15_run1","read-heavy_large_15_run1_stats.csv","1500","1100","1100","1100","1100","1200","1200","1300","1400","1500","1500","56.0","1065.8660273172711","0","0.0","1486.1364999960642","1100","923.9783000084572","POST /auth/login","205","1.0546473152087226","POST"
"read-heavy_large_15_run1","read-heavy_large_15_run1_stats.csv","7100","5600","5800","6100","6600","6800","7100","7100","7100","7100","7100","65.0","5593.930053334528","0","0.0","7110.0358000112465","5600","4523.927500005811","POST /auth/signup [setup]","15","0.0771693157469797","POST"
"read-heavy_large_15_run1","read-heavy_large_15_run1_stats.csv","3400","2900","3000","3000","3000","3100","3300","3300","3400","3400","3400","1129.0","2864.9017907413913","0","0.0","3372.438799997326","2900","2370.4243000101997","POST /user/[email]/description","54","0.27780953668912695","POST"
"read-heavy_large_15_run1","read-heavy_large_15_run1_stats.csv","7700","6400","6600","6700","6700","7000","7100","7500","7700","7700","7700","1126.1470588235295","6195.00068823525","0","0.0","7683.10520000523","6400","4005.8921000018017","POST /user/[email]/profile-photo","102","0.5247513470794619","POST"
"read-heavy_large_15_run1","read-heavy_large_15_run1_stats.csv","15000","990","1100","1200","2800","6200","6600","7100","10000","15000","15000","1113.384520884521","1968.5393842752721","0","0.0","14630.528299996513","990","727.7249000035226","Aggregated","814","4.187721534536099",""
"read-heavy_large_15_run2","read-heavy_large_15_run2_stats.csv","13000","12000","12000","12000","12000","13000","13000","13000","13000","13000","13000","65.0","11269.584424999872","0","0.0","12742.63300000166","11000","9293.81889999786","DELETE /user/[email] [cleanup]","12","0.062339503252074054","DELETE"
"read-heavy_large_15_run2","read-heavy_large_15_run2_stats.csv","1300","890","930","960","980","1000","1100","1200","1200","1300","1300","1554.627192982456","904.4512635961853","0","0.0","1334.9659999948926","890","698.9344999892637","GET /user/[email]","456","2.368901123578814","GET"
"read-heavy_large_15_run2","read-heavy_large_15_run2_stats.csv","1500","1000","1100","1100","1100","1200","1200","1300","1300","1500","1500","56.0","1064.783440565664","0","0.0","1502.1834999934072","1000","919.2876000015531","POST /auth/login","212","1.1013312241199749","POST"
"read-heavy_large_15_run2","read-heavy_large_15_run2_stats.csv","6600","5600","6100","6200","6300","6400","6600","6600","6600","6600","6600","65.0","5644.6402666644035","0","0.0","6557.0411999942735","5600","4613.387699995656","POST /auth/signup [setup]","15","0.07792437906509257","POST"
"read-heavy_large_15_run2","read-heavy_large_15_run2_stats.csv","3400","2900","3000","3000","3000","3200","3300","3400","3400","3400","3400","1129.0","2904.3686341475864","0","0.0","3387.921200002893","2900","2493.6313000071095","POST /user/[email]/description","41","0.2129933027779197","POST"
"read-heavy_large_15_run2","read-heavy_large_15_run2_stats.csv","7900","6400","6500","6600","6700","6900","7000","7400","7900","7900","7900","1126.1515151515152","6149.602649494567","0","0.0","7851.90270000021","6400","4089.468099991791","POST /user/[email]/profile-photo","99","0.514300901829611","POST"
"read-heavy_large_15_run2","read-heavy_large_15_run2_stats.csv","13000","990","1100","1200","2500","6200","6500","7000","11000","13000","13000","1054.2694610778442","1899.3512083829476","0","0.0","12742.63300000166","990","698.9344999892637","Aggregated","835","4.337790434623487",""
"read-heavy_large_15_run3","read-heavy_large_15_run3_stats.csv","13000","11000","12000","12000","13000","13000","13000","13000","13000","13000","13000","65.0","11147.283530001005","0","0.0","12588.580099996761","11000","9668.875599993044","DELETE /user/[email] [cleanup]","10","0.05199881007476102","DELETE"
"read-heavy_large_15_run3","read-heavy_large_15_run3_stats.csv","1200","880","920","950","960","1000","1100","1100","1200","1200","1200","1514.0717703349283","889.7380208135033","0","0.0","1208.8517999945907","880","692.3079999978654","GET /user/[email]","418","2.1735502611250106","GET"
"read-heavy_large_15_run3","read-heavy_large_15_run3_stats.csv","1300","1000","1100","1100","1100","1200","1200","1300","1300","1300","1300","56.0","1055.9175467590615","0","0.0","1327.9284000018379","1000","902.4119999958202","POST /auth/login","216","1.123174297614838","POST"
"read-heavy_large_15_run3","read-heavy_large_15_run3_stats.csv","6900","5800","6000","6200","6300","6500","6900","6900","6900","6900","6900","65.0","5650.248933333205","0","0.0","6878.370899998117","5800","4542.36919998948","POST /auth/signup [setup]","15","0.07799821511214153","POST"
"read-heavy_large_15_run3","read-heavy_large_15_run3_stats.csv","3400","2900","3000","3000","3000","3100","3300","3400","3400","3400","3400","1129.0","2905.850007500703","0","0.0","3382.130400001188","2900","2562.288699991768","POST /user/[email]/description","40","0.2079952402990441","POST"
"read-heavy_large_15_run3","read-heavy_large_15_run3_stats.csv","7900","6400","6500","6600","6700","6900","7500","7800","7800","7900","7900","1126.1376146788991","6254.808188991332","0","0.0","7920.607399995788","6400","4073.4964000002947","POST /user/[email]/profile-photo","109","0.5667870298148951","POST"
"read-heavy_large_15_run3","read-heavy_large_15_run3_stats.csv","13000","980","1100","1200","2800","6300","6600","7300","10000","13000","13000","1008.059405940594","1973.048694307044","0","0.0","12588.580099996761","980","692.3079999978654","Aggregated","808","4.20150385404069",""
"read-heavy_large_20_run1","read-heavy_large_20_run1_stats.csv","18000","16000","17000","17000","17000","18000","18000","18000","18000","18000","18000","65.0","15433.218663157037","0","0.0","17695.029599999543","16000","6431.813100003637","DELETE /user/[email] [cleanup]","19","0.09622704112334632","DELETE"
"read-heavy_large_20_run1","read-heavy_large_20_run1_stats.csv","1700","980","1000","1100","1100","1100","1200","1300","1300","1700","1700","1446.8635514018692","991.0558059811864","0","0.0","1689.0948999935063","980","718.5027999948943","GET /user/[email]","535","2.709550894788962","GET"
"read-heavy_large_20_run1","read-heavy_large_20_run1_stats.csv","1900","1100","1200","1200","1200","1300","1400","1400","1500","1900","1900","56.0","1143.4349288975602","0","0.0","1874.4793000078062","1100","934.1195000015432","POST /auth/login","263","1.3319848323915833","POST"
"read-heavy_large_20_run1","read-heavy_large_20_run1_stats.csv","9200","7400","7800","8700","8800","9000","9200","9200","9200","9200","9200","65.0","7395.962484998745","0","0.0","9230.467100001988","7000","5622.6787000050535","POST /auth/signup [setup]","20","0.1012916222351014","POST"
"read-heavy_large_20_run1","read-heavy_large_20_run1_stats.csv","3900","3100","3300","3400","3500","3600","3700","3900","3900","3900","3900","1129.0","3191.3565645166186","0","0.0","3945.023099993705","3100","2372.453600008157","POST /user/[email]/description","62","0.3140040289288143","POST"
"read-heavy_large_20_run1","read-heavy_large_20_run1_stats.csv","8400","6900","7100","7300","7400","7700","7800","8200","8200","8400","8400","1126.1538461538462","6666.856877692379","0","0.0","8442.738300000201","6900","4296.108399998047","POST /user/[email]/profile-photo","130","0.6583955445281591","POST"
"read-heavy_large_20_run1","read-heavy_large_20_run1_stats.csv","18000","1100","1200","1300","3100","6800","7400","8900","16000","18000","18000","979.332361516035","2270.791203012626","0","0.0","17695.029599999543","1100","718.5027999948943","Aggregated","1029","5.211453963995966",""
"read-heavy_large_20_run2","read-heavy_large_20_run2_stats.csv","16000","14000","15000","15000","15000","15000","16000","16000","16000","16000","16000","65.0","13295.697715384169","0","0.0","16363.583899990772","14000","7263.581199993496","DELETE /user/[email] [cleanup]","13","0.06629385832078381","DELETE"
"read-heavy_large_20_run2","read-heavy_large_20_run2_stats.csv","1600","980","1000","1100","1100","1200","1200","1400","1400","1600","1600","1468.0122448979591","992.5062781633104","0","0.0","1600.1308999984758","980","747.6868999947328","GET /user/[email]","490","2.498768505937236","GET"
"read-heavy_large_20_run2","read-heavy_large_20_run2_stats.csv","1600","1200","1200","1200","1300","1300","1400","1500","1600","1600","1600","56.0","1173.0266715278756","0","0.0","1574.9293999979272","1200","923.2698999985587","POST /auth/login","288","1.4686639381835185","POST"
"read-heavy_large_20_run2","read-heavy_large_20_run2_stats.csv","9100","7000","7600","8200","8600","9100","9100","9100","9100","9100","9100","65.0","7151.339210000151","0","0.0","9105.612200000905","6900","5231.021400002646","POST /auth/signup [setup]","20","0.10199055126274434","POST"
"read-heavy_large_20_run2","read-heavy_large_20_run2_stats.csv","4300","3200","3400","3700","3700","4000","4300","4300","4300","4300","4300","1129.0","3315.9220446440095","0","0.0","4317.4721999967005","3200","2696.1563999939244","POST /user/[email]/description","56","0.28557354353568415","POST"
"read-heavy_large_20_run2","read-heavy_large_20_run2_stats.csv","9300","7100","7500","8000","8100","8300","8700","9200","9300","9300","9300","1126.1503759398497","7017.892969172746","0","0.0","9321.764699998312","7100","4149.579599994468","POST /user/[email]/profile-photo","133","0.6782371658972498","POST"
"read-heavy_large_20_run2","read-heavy_large_20_run2_stats.csv","16000","1100","1200","1400","3100","7000","8000","8900","13000","16000","16000","950.601","2259.102011600089","0","0.0","16363.583899990772","1100","747.6868999947328","Aggregated","1000","5.099527563137217",""
"read-heavy_large_20_run3","read-heavy_large_20_run3_stats.csv","18000","17000","17000","17000","17000","18000","18000","18000","18000","18000","18000","65.0","16022.462556247774","0","0.0","17716.250099998433","16000","12121.456000008038","DELETE /user/[email] [cleanup]","16","0.08102830917452698","DELETE"
"read-heavy_large_20_run3","read-heavy_large_20_run3_stats.csv","1600","1000","1100","1100","1100","1200","1300","1400","1500","1600","1600","1543.6285178236399","1019.9321756096753","0","0.0","1555.5362000013702","1000","731.7872999992687","GET /user/[email]","533","2.69925554937643","GET"
"read-heavy_large_20_run3","read-heavy_large_20_run3_stats.csv","1600","1200","1200","1300","1300","1400","1500","1500","1500","1600","1600","56.0","1180.1429427982932","0","0.0","1591.1570000025677","1200","921.0809999931371","POST /auth/login","243","1.2306174455881287","POST"
"read-heavy_large_20_run3","read-heavy_large_20_run3_stats.csv","8900","7200","7800","8100","8100","8500","8900","8900","8900","8900","8900","65.0","7223.407555000449","0","0.0","8899.843399995007","7200","5768.027799989795","POST /auth/signup [setup]","20","0.10128538646815874","POST"
"read-heavy_large_20_run3","read-heavy_large_20_run3_stats.csv","4300","3300","3500","3700","3800","4100","4300","4300","4300","4300","4300","1129.0","3354.380225489948","0","0.0","4335.849699986284","3300","2539.1926000011154","POST /user/[email]/description","51","0.2582777354938048","POST"
